-180,-90,180,90
-180,-4.151,-36.0721,90
-180,42.099,-107.718,90
-180,72.1041,-136.387,90
-180,74.9779,-159.96,90
-180,74.9779,-169.089,87.5975
-159.96,74.9779,-136.387,90
-159.96,79.9389,-148.053,90
-148.053,79.9389,-136.387,90
-136.387,72.1041,-107.718,90
-124.094,82.5011,-107.718,90
-136.387,72.1041,-124.094,82.5011
-124.094,72.1041,-107.718,82.5011
-180,42.099,-136.387,72.1041
-180,46.4303,-156.065,72.1041
-180,46.4303,-167.131,63.9119
-167.131,46.4303,-156.065,63.9119
-156.065,46.4303,-136.387,72.1041
-156.065,46.4303,-146.361,66.1926
-146.361,46.4303,-136.387,66.1926
-136.387,42.099,-107.718,72.1041
-136.387,61.2013,-122.026,72.1041
-122.026,61.2013,-107.718,72.1041
-136.387,42.099,-122.026,61.2013
-136.387,42.099,-128.392,56.5647
-122.026,42.099,-107.718,61.2013
-122.026,42.099,-113.909,59.5483
-107.718,42.099,-36.0721,90
-107.718,42.099,-75.7841,87.0357
-107.718,69.2463,-92.8868,87.0357
-107.718,69.2463,-99.5572,86.9522
-99.5572,69.2463,-92.8868,86.9522
-92.8868,69.2463,-75.7841,87.0357
-107.718,42.099,-92.8868,69.2463
-107.718,48.3394,-101.587,69.2463
-101.587,48.3394,-92.8868,69.2463
-92.8868,42.099,-75.7841,69.2463
-92.8868,42.099,-84.7667,59.7595
-84.7667,42.099,-75.7841,59.7595
-75.7841,42.099,-36.0721,87.0357
-75.7841,42.099,-55.3368,85.4761
-75.7841,56.2762,-64.7141,85.4761
-64.7141,56.2762,-55.3368,85.4761
-75.7841,42.099,-64.7141,56.2762
-64.7141,42.099,-55.3368,56.2762
-55.3368,42.099,-36.0721,85.4761
-55.3368,47.8376,-46.1071,85.4761
-51.2228,63.2914,-46.1071,85.4761
-46.1071,47.8376,-36.0721,85.4761
-41.5394,62.3119,-36.0721,85.4761
-180,-4.151,-107.718,42.099
-180,7.48947,-143.741,42.099
-180,7.48947,-163.63,39.236
-180,7.48947,-171.632,33.6667
-171.632,7.48947,-163.63,33.6667
-163.63,7.48947,-143.741,39.236
-163.63,7.48947,-152.763,37.7132
-163.63,7.48947,-157.652,28.3811
-157.652,7.48947,-152.763,28.3811
-152.763,7.48947,-143.741,37.7132
-152.763,10.5284,-148.667,37.7132
-148.667,10.5284,-143.741,37.7132
-143.741,7.48947,-107.718,42.099
-143.741,26.2427,-124.716,42.099
-124.716,26.2427,-107.718,42.099
-143.741,7.48947,-124.716,26.2427
-143.741,13.506,-134.229,26.2427
-134.229,13.506,-124.716,26.2427
-124.716,7.48947,-107.718,26.2427
-180,-4.151,-143.741,7.48947
-180,-4.151,-162.912,5.13732
-162.912,-4.151,-143.741,5.13732
-143.741,-4.151,-107.718,7.48947
-143.741,-4.151,-124.334,4.23094
-124.334,-4.151,-107.718,4.23094
-107.718,-4.151,-36.0721,42.099
-107.718,8.11614,-69.3383,42.099
-107.718,8.11614,-88.9904,40.0269
-107.718,8.11614,-97.1749,38.2362
-97.1749,8.11614,-88.9904,38.2362
-88.9904,8.11614,-69.3383,40.0269
-88.9904,29.689,-78.3818,40.0269
-88.9904,8.11614,-78.3818,29.689
-78.3818,8.11614,-69.3383,29.689
-69.3383,8.11614,-36.0721,42.099
-69.3383,25.9736,-50.2495,42.099
-69.3383,29.5807,-60.1002,42.099
-60.1002,29.5807,-50.2495,42.099
-50.2495,25.9736,-36.0721,42.099
-69.3383,8.11614,-50.2495,25.9736
-50.2495,8.11614,-36.0721,25.9736
-107.718,-4.151,-69.3383,8.11614
-107.718,-4.05956,-90.469,8.11614
-90.469,-4.05956,-69.3383,8.11614
-90.469,-4.05956,-80.1782,6.01732
-69.3383,-4.151,-36.0721,8.11614
-69.3383,-4.151,-50.7827,5.51835
-50.7827,-4.151,-36.0721,5.51835
-36.0721,-4.151,180,90
-36.0721,53.4319,71.5228,90
-36.0721,83.4067,17.7678,90
17.7678,83.4067,71.5228,90
17.7678,83.4067,45.9879,89.0885
45.9879,83.4067,71.5228,89.0885
-36.0721,53.4319,17.7678,83.4067
-36.0721,58.4517,-8.61535,83.4067
-36.0721,58.4517,-23.9786,77.8564
-23.9786,58.4517,-8.61535,77.8564
-8.61535,58.4517,17.7678,83.4067
-8.61535,58.4517,5.5384,79.4243
-8.61535,60.8577,-0.680204,79.4243
-0.680204,60.8577,5.5384,79.4243
5.5384,58.4517,17.7678,79.4243
-36.0721,53.4319,-8.61535,58.4517
-8.61535,53.4319,17.7678,58.4517
17.7678,53.4319,71.5228,83.4067
17.7678,74.1483,43.282,83.4067
43.282,74.1483,71.5228,83.4067
43.282,75.0817,59.124,83.4067
59.124,75.0817,71.5228,83.4067
17.7678,53.4319,43.282,74.1483
17.7678,53.4319,31.1568,73.0843
31.1568,53.4319,43.282,73.0843
43.282,53.4319,71.5228,74.1483
43.282,65.5095,57.4762,74.1483
57.4762,65.5095,71.5228,74.1483
43.282,53.4319,57.4762,65.5095
57.4762,53.4319,71.5228,65.5095
71.5228,53.4319,180,90
71.5228,54.9069,123.835,90
71.5228,83.5977,96.7493,90
96.7493,83.5977,123.835,90
71.5228,54.9069,96.7493,83.5977
71.5228,56.6223,82.1043,83.5977
71.5228,59.3441,76.5445,83.5977
76.5445,59.3441,82.1043,83.5977
82.1043,56.6223,96.7493,83.5977
82.1043,56.6223,89.3215,68.9226
85.5316,56.8381,89.3215,68.9226
86.3192,57.2043,89.3215,68.9226
87.1733,57.5987,89.3215,68.9226
89.3215,56.6223,96.7493,68.9226
90.6752,56.6223,96.7493,66.4811
91.5706,59.5846,96.7493,66.4811
92.4952,59.993,96.7493,66.4811
93.4913,60.4297,96.7493,66.4811
94.4955,60.8663,96.7493,66.4811
82.1043,54.9069,96.7493,56.6223
83.038,55.6622,96.7493,56.6223
96.7493,54.9069,123.835,83.5977
96.7493,70.1792,111.764,83.5977
111.764,70.1792,123.835,83.5977
118.081,70.1792,123.835,73.0078
