-180,-90,180,90
-180,0,0,90
-90,0,0,45
-45,0,0,22.5
-22.5,0,0,11.25
-11.25,0,0,5.625
-5.625,2.8125,0,5.625
-2.8125,4.21875,0,5.625
-1.40625,4.21875,0,4.92188
-0.703125,4.21875,0,4.57031
-2.8125,2.8125,0,4.21875
-1.40625,3.51562,0,4.21875
-0.703125,3.86719,0,4.21875
-0.703125,3.51562,0,3.86719
-1.40625,2.8125,0,3.51562
-1.40625,3.16406,-0.703125,3.51562
-1.40625,2.8125,-0.703125,3.16406
-5.625,0,0,2.8125
-2.8125,1.40625,0,2.8125
-2.8125,2.10938,-1.40625,2.8125
-2.10938,2.10938,-1.40625,2.46094
-1.40625,2.10938,0,2.8125
-2.8125,1.40625,-1.40625,2.10938
-2.10938,1.75781,-1.40625,2.10938
-5.625,0,-2.8125,1.40625
-4.21875,0,-2.8125,0.703125
-3.51562,0.351562,-2.8125,0.703125
-3.51562,0,-2.8125,0.351562
-2.8125,0,0,1.40625
-2.8125,0.703125,-1.40625,1.40625
-2.8125,1.05469,-2.10938,1.40625
-2.8125,0.703125,-2.10938,1.05469
0,0,180,90
0,45,90,90
0,45,45,67.5
22.5,45,45,56.25
33.75,45,45,50.625
39.375,45,45,47.8125
42.1875,46.4062,45,47.8125
43.5938,47.1094,45,47.8125
44.2969,47.4609,45,47.8125
43.5938,47.1094,44.2969,47.4609
42.1875,46.4062,43.5938,47.1094
42.8906,46.7578,43.5938,47.1094
42.1875,46.4062,42.8906,46.7578
39.375,45,42.1875,46.4062
40.7812,45.7031,42.1875,46.4062
41.4844,45.7031,42.1875,46.0547
39.375,45,40.7812,45.7031
40.0781,45,40.7812,45.3516
40.7812,45,42.1875,45.7031
40.7812,45.3516,41.4844,45.7031
45,45,90,67.5
45,56.25,67.5,67.5
56.25,56.25,67.5,61.875
61.875,56.25,67.5,59.0625
64.6875,57.6562,67.5,59.0625
66.0938,58.3594,67.5,59.0625
66.7969,58.3594,67.5,58.7109
64.6875,57.6562,66.0938,58.3594
64.6875,57.6562,65.3906,58.0078
61.875,56.25,64.6875,57.6562
63.2812,56.9531,64.6875,57.6562
63.9844,57.3047,64.6875,57.6562
63.2812,56.9531,63.9844,57.3047
61.875,56.25,63.2812,56.9531
62.5781,56.6016,63.2812,56.9531
67.5,56.25,90,67.5
67.5,61.875,78.75,67.5
73.125,61.875,78.75,64.6875
75.9375,61.875,78.75,63.2812
77.3438,62.5781,78.75,63.2812
77.3438,62.5781,78.0469,62.9297
75.9375,61.875,77.3438,62.5781
76.6406,62.2266,77.3438,62.5781
78.75,61.875,90,67.5
78.75,64.6875,84.375,67.5
81.5625,64.6875,84.375,66.0938
82.9688,64.6875,84.375,65.3906
83.6719,64.6875,84.375,65.0391
84.375,64.6875,90,67.5
87.1875,66.0938,90,67.5
